tpep_pickup_datetime,PU_count,PU_month,PU_day_of_month,PU_day_of_week,PU_hour,trip_distance,total_amount,lag_1h,lag_2h,lag_1d,lag_2d,ewma_3h,ewma_6h,ewma_12h,ewma_24h
2022-01-01 14:00:00,2545,1,1,5,14,3.0179214,17.814213,2475.0,2320.0,0.0,0.0,2360.0764488662376,2039.615928555151,1828.2865171351025,1788.9478929269555
2022-01-01 15:00:00,2773,1,1,5,15,3.091345,18.139105,2545.0,2475.0,0.0,0.0,2566.541374837873,2250.1207605869954,1984.4078688238435,1895.8220251922144
2022-01-01 16:00:00,2802,1,1,5,16,2.9042506,17.645086,2773.0,2545.0,0.0,0.0,2684.271585629163,2408.319374455885,2117.9969324312237,1991.5015219369338
2022-01-01 17:00:00,2941,1,1,5,17,2.5484393,16.62942,2802.0,2773.0,0.0,0.0,2812.6362824870394,2560.871204525658,2251.1984147664484,2089.2539757242243
2022-01-01 18:00:00,2882,1,1,5,18,2.452415,16.345245,2941.0,2802.0,0.0,0.0,2847.318207394042,2652.7760710623465,2352.4819868372256,2169.037341189635
2022-01-01 19:00:00,2658,1,1,5,19,2.344206,15.805086,2882.0,2941.0,0.0,0.0,2752.6590134229787,2654.2704082138157,2401.209651469458,2217.2521705641593
2022-01-01 20:00:00,2033,1,1,5,20,2.3604722,15.911097,2658.0,2882.0,0.0,0.0,2392.829335131328,2476.6129090038557,2342.8128714973677,2199.415607730953
2022-01-01 21:00:00,1972,1,1,5,21,2.2644372,15.460396,2033.0,2658.0,0.0,0.0,2182.414617398886,2332.34982136653,2284.281278001621,2177.764452355596
2022-01-01 22:00:00,1830,1,1,5,22,2.303071,15.5578575,1972.0,2033.0,0.0,0.0,2006.2072876938923,2188.7587574168037,2212.8601951473934,2145.1513472591528
2022-01-01 23:00:00,1241,1,1,5,23,2.7240853,16.702063,1830.0,1972.0,0.0,0.0,1623.6036210419907,1917.8862673154845,2060.5799450198124,2061.513146944057
2022-01-02 00:00:00,964,1,2,6,0,2.8350103,16.754866,1241.0,1830.0,3507.0,0.0,1293.8018006921352,1645.2867545061674,1889.2445835667581,1961.2419377731944
2022-01-02 01:00:00,716,1,2,6,1,3.0278351,17.41528,964.0,1241.0,4051.0,0.0,1004.9008960411086,1379.7341008758378,1706.3694670116352,1848.752034258071
2022-01-02 02:00:00,522,1,2,6,2,3.271954,18.032204,716.0,964.0,3100.0,0.0,763.4504462216082,1134.6394256557462,1522.1333991929464,1730.1249560346582
2022-01-02 03:00:00,400,1,2,6,3,3.750775,19.741325,522.0,716.0,2211.0,0.0,581.7252224338249,924.7254466057022,1347.876535675768,1612.3051769452197
2022-01-02 04:00:00,290,1,2,6,4,5.267,24.816277,400.0,522.0,1321.0,0.0,435.8626109452222,743.3648276884039,1183.8351272916489,1496.1742268109797
2022-01-02 05:00:00,187,1,2,6,5,6.708503,31.77016,290.0,400.0,601.0,0.0,311.43130535672543,584.3968798141741,1029.4476426627825,1382.0891696453295
2022-01-02 06:00:00,366,1,2,6,6,4.5390162,22.07888,187.0,290.0,450.0,0.0,338.715652691068,521.9959295822304,926.8003096925534,1294.1723227141388
2022-01-02 07:00:00,572,1,2,6,7,4.066259,20.40049,366.0,187.0,569.0,0.0,455.3578263726919,536.2831080405389,871.9541144693493,1232.0916135289758
2022-01-02 08:00:00,845,1,2,6,8,3.75529,19.72742,572.0,366.0,563.0,0.0,650.1789132090261,624.4892625459739,867.7905281588592,1199.0130059608944
