tpep_pickup_datetime,PU_count,PU_month,PU_day_of_month,PU_day_of_week,PU_hour,trip_distance,total_amount,lag_1h,lag_2h,lag_1d,lag_2d,ewma_3h,ewma_6h,ewma_12h,ewma_24h
2022-01-28 12:00:00,3815,1,28,4,12,2.2238688,18.860516,3712.0,3555.0,4649.0,4828.0,3663.224472516663,3281.9378942986245,2950.1485036056793,3006.3639869243734
2022-01-28 13:00:00,4457,1,28,4,13,2.2533746,17.583477,3815.0,3712.0,4729.0,4774.0,4060.1122362583314,3617.6699244990173,3181.9718107432673,3122.4148679704235
2022-01-28 14:00:00,5169,1,28,4,14,2.2537997,17.1204,4457.0,3815.0,5281.0,5392.0,4614.556118129166,4060.9070889278696,3487.668455244303,3286.1416785327897
2022-01-28 15:00:00,5437,1,28,4,15,2.2487364,17.158321,5169.0,4457.0,5695.0,5771.0,5025.778059064583,4454.076492091335,3787.5656159759487,3458.2103442501666
2022-01-28 16:00:00,5115,1,28,4,16,2.2028465,18.043457,5437.0,5169.0,5387.0,5394.0,5070.389029532292,4642.911780065239,3991.7862904411872,3590.7535167101532
2022-01-28 17:00:00,5723,1,28,4,17,2.1449606,17.569733,5115.0,5437.0,6149.0,6177.0,5396.694514766146,4951.508414332314,4258.126861142543,3761.333235373341
2022-01-28 18:00:00,5973,1,28,4,18,2.1975071,17.095018,5723.0,5115.0,6755.0,6590.0,5684.847257383073,5243.3631530945095,4521.953497889845,3938.2665765434735
2022-01-28 19:00:00,5614,1,28,4,19,2.277624,16.820553,5973.0,5723.0,5639.0,5397.0,5649.423628691537,5349.259395067507,4689.960652060638,4072.325250419996
2022-01-28 20:00:00,4085,1,28,4,20,2.2165825,16.044252,5614.0,5973.0,4399.0,4071.0,4867.211814345768,4988.04242504822,4596.889782512847,4073.339230386396
2022-01-28 21:00:00,3541,1,28,4,21,2.37098,16.28708,4085.0,5614.0,4343.0,3901.0,4204.105907172884,4574.601732177301,4434.445200587794,4030.7520919554845
2022-01-28 22:00:00,3685,1,28,4,22,2.4173975,16.386671,3541.0,4085.0,4064.0,3473.0,3944.552953586442,4320.429808698072,4319.145938958903,4003.091924599046
2022-01-28 23:00:00,3351,1,28,4,23,2.589063,17.004938,3685.0,3541.0,2777.0,2156.0,3647.7764767932213,4043.4498633557655,4170.200409888303,3950.924570631122
2022-01-29 00:00:00,2402,1,29,5,0,2.7809117,17.554983,3351.0,3685.0,1857.0,1153.0,3024.8882383966106,3574.464188111261,3898.169577597794,3827.0106049806323
2022-01-29 01:00:00,1619,1,29,5,1,2.5849721,17.347473,2402.0,3351.0,1108.0,575.0,2321.944119198305,3015.7601343651863,3547.5281041212106,3650.3697565821817
2022-01-29 02:00:00,954,1,29,5,2,2.6374214,17.782274,1619.0,2402.0,685.0,329.0,1637.9720595991525,2426.685810260847,3148.523780410255,3434.660176055607
2022-01-29 03:00:00,602,1,29,5,3,2.890432,18.80329,954.0,1619.0,409.0,210.0,1119.9860297995763,1905.3470073291764,2756.7508911163695,3208.0473619711584
2022-01-29 04:00:00,261,1,29,5,4,3.0648277,18.978123,602.0,954.0,262.0,170.0,690.4930148997881,1435.5335766636974,2372.789215560005,2972.2835730134657
2022-01-29 05:00:00,130,1,29,5,5,2.8843076,16.993307,261.0,602.0,403.0,380.0,410.24650744989407,1062.5239833312123,2027.7447208584656,2744.900887172388
2022-01-29 06:00:00,118,1,29,5,6,2.3296611,15.015424,130.0,261.0,1144.0,1302.0,264.12325372494706,792.6599880937231,1733.9378407263937,2534.748816198597
2022-01-29 07:00:00,210,1,29,5,7,2.3674762,15.709381,118.0,130.0,2772.0,3053.0,237.06162686247353,626.1857057812307,1499.4858652300254,2348.768910902709
2022-01-29 08:00:00,276,1,29,5,8,2.1542754,14.9736595,210.0,118.0,3661.0,4238.0,256.53081343123677,526.1326469865934,1311.2572705792522,2182.9473980304924
2022-01-29 09:00:00,396,1,29,5,9,1.8546212,14.158737,276.0,210.0,3407.0,4258.0,326.2654067156184,488.95189070470957,1170.4484597209057,2039.991606188053
2022-01-29 10:00:00,514,1,29,5,10,1.7775681,14.030914,396.0,276.0,3555.0,4171.0,420.1327033578092,496.1084933605069,1069.4563889946126,1917.912277693009
2022-01-29 11:00:00,686,1,29,5,11,1.8737901,14.415452,514.0,396.0,3712.0,4223.0,553.0663516789045,550.3632095432192,1010.4630983800567,1819.3592954775681
2022-01-29 12:00:00,727,1,29,5,12,1.954718,14.908212,686.0,514.0,3815.0,4649.0,640.0331758394523,600.8308639594422,966.853390936971,1731.9705518393628
2022-01-29 13:00:00,835,1,29,5,13,1.9493294,14.807318,727.0,686.0,4457.0,4729.0,737.5165879197261,667.7363313996016,946.5682538697447,1660.2129076922138
2022-01-29 14:00:00,984,1,29,5,14,1.9365956,14.620122,835.0,727.0,5169.0,5281.0,860.7582939598631,758.097379571144,952.3269840436302,1606.1158750768366
2022-01-29 15:00:00,1223,1,29,5,15,1.9428372,14.487122,984.0,835.0,5437.0,5695.0,1041.8791469799316,890.9266996936742,993.9689864984564,1575.4666050706896
2022-01-29 16:00:00,1370,1,29,5,16,2.0692337,14.9470215,1223.0,984.0,5115.0,5387.0,1205.9395734899658,1027.8047854954816,1051.81991165254,1559.0292766650346
2022-01-29 17:00:00,1566,1,29,5,17,2.0487165,14.957082,1370.0,1223.0,5723.0,6149.0,1385.969786744983,1181.574846782487,1130.9245406290722,1559.5869345318317
2022-01-29 18:00:00,1969,1,29,5,18,2.1351855,15.124154,1566.0,1370.0,5973.0,6755.0,1677.4848933724916,1406.5534619874907,1259.859226686138,1592.3399797692853
2022-01-29 19:00:00,2264,1,29,5,19,2.1956007,15.4576235,1969.0,1566.0,5614.0,5639.0,1970.7424466862458,1651.5381871339218,1414.3424225805784,1646.0727813877422
2022-01-29 20:00:00,1950,1,29,5,20,2.0867949,15.501251,2264.0,1969.0,4085.0,4399.0,1960.371223343123,1736.812990809944,1496.7512806451048,1670.386958876723
2022-01-29 21:00:00,1856,1,29,5,21,2.116207,15.452602,1950.0,2264.0,3541.0,4343.0,1908.1856116715614,1770.8664220071028,1552.0203143920116,1685.2360021665852
2022-01-29 22:00:00,1897,1,29,5,22,2.3159938,16.223463,1856.0,1950.0,3685.0,4064.0,1902.5928058357808,1806.9045871479304,1605.094112177856,1702.1771219932584
2022-01-29 23:00:00,1730,1,29,5,23,2.7454393,17.421844,1897.0,1856.0,3351.0,2777.0,1816.2964029178904,1784.9318479628075,1624.310402612032,1704.4029522337978
2022-01-30 00:00:00,1430,1,30,6,0,2.8734336,17.77528,1730.0,1897.0,2402.0,1857.0,1623.148201458945,1683.5227485448627,1594.4164945178732,1682.450716055094
2022-01-30 01:00:00,1180,1,30,6,1,2.784551,17.340677,1430.0,1730.0,1619.0,1108.0,1401.5741007294725,1539.6591061034733,1530.6601107458928,1642.2546587706865
2022-01-30 02:00:00,1002,1,30,6,2,2.8947704,17.641996,1180.0,1430.0,954.0,685.0,1201.7870503647364,1386.042218645338,1449.3277860157555,1591.0342860690316
2022-01-30 03:00:00,687,1,30,6,3,3.1348617,18.104425,1002.0,1180.0,602.0,409.0,944.3935251823682,1186.3158704609555,1332.0465881671776,1518.711543183509
2022-01-30 04:00:00,388,1,30,6,4,3.5315979,19.355618,687.0,1002.0,261.0,262.0,666.1967625911841,958.2256217578253,1186.8086515260734,1428.2546197288284
2022-01-30 05:00:00,178,1,30,6,5,3.7010112,19.796797,388.0,687.0,130.0,403.0,422.09838129559205,735.3040155413038,1031.607320522062,1328.234250150522
2022-01-30 06:00:00,325,1,30,6,6,3.1343384,17.540922,178.0,388.0,118.0,1144.0,373.549190647796,618.0742968152169,922.8985019802063,1247.9755101384803
2022-01-30 07:00:00,565,1,30,6,7,2.8155398,16.491646,325.0,178.0,210.0,2772.0,469.274595323898,602.9102120108693,867.8371939832515,1193.3374693274018
2022-01-30 08:00:00,908,1,30,6,8,2.534284,15.704581,565.0,325.0,276.0,3661.0,688.637297661949,690.0787228649066,874.0160872165975,1170.5104717812096
2022-01-30 09:00:00,1556,1,30,6,9,2.3930142,15.396491,908.0,565.0,396.0,3407.0,1122.3186488309746,937.4848020463618,978.9366891832749,1201.3496340387128
2022-01-30 10:00:00,2469,1,30,6,10,2.3159862,15.349611,1556.0,908.0,514.0,3555.0,1795.6593244154874,1375.0605728902583,1208.1771985396942,1302.7616633156158
2022-01-30 11:00:00,3442,1,30,6,11,2.367115,15.82634,2469.0,1556.0,686.0,3712.0,2618.8296622077437,1965.6146949216131,1551.842244918203,1473.9007302503665
2022-01-30 12:00:00,4010,1,30,6,12,2.347025,16.10684,3442.0,2469.0,727.0,3815.0,3314.4148311038716,2549.7247820868665,1930.0203610846334,1676.788671830337
2022-01-30 13:00:00,4061,1,30,6,13,2.4021053,16.355246,4010.0,3442.0,835.0,4457.0,3687.707415551936,2981.5177014906194,2257.8633824562285,1867.5255780839102
2022-01-30 14:00:00,4368,1,30,6,14,2.4583676,16.621355,4061.0,4010.0,984.0,5169.0,4027.853707775968,3377.6555010647285,2582.4997851552707,2067.5635318371974
2022-01-30 15:00:00,4438,1,30,6,15,2.3935127,16.388508,4368.0,4061.0,1223.0,5437.0,4232.926853887984,3680.611072189092,2867.9613566698445,2257.1984492902216
2022-01-30 16:00:00,4196,1,30,6,16,2.3697212,16.325953,4438.0,4368.0,1370.0,5115.0,4214.463426943992,3827.865051563637,3072.274994105253,2412.302573347004
2022-01-30 17:00:00,4029,1,30,6,17,2.446252,16.35432,4196.0,4438.0,1566.0,5723.0,4121.731713471996,3885.3321796883124,3219.4634565505985,2541.6383674792437
2022-01-30 18:00:00,4146,1,30,6,18,2.363917,15.922605,4029.0,4196.0,1969.0,5973.0,4133.865856735998,3959.8086997773657,3362.007540158199,2669.9872980809046
2022-01-30 19:00:00,2904,1,30,6,19,2.4345558,16.012524,4146.0,4029.0,2264.0,5614.0,3518.932928367999,3658.1490712695468,3291.544841672322,2688.7083142344322
2022-01-30 20:00:00,2402,1,30,6,20,2.350354,15.939292,2904.0,4146.0,1950.0,4085.0,2960.4664641839995,3299.249336621105,3154.6917891073495,2665.7716490956777
2022-01-30 21:00:00,2227,1,30,6,21,2.5090616,16.374697,2402.0,2904.0,1856.0,3541.0,2593.7332320919995,2992.89238330079,3011.9699753985265,2630.669917168023
2022-01-30 22:00:00,1739,1,30,6,22,2.7049108,16.859856,2227.0,2402.0,1897.0,3685.0,2166.3666160459998,2634.6374166434216,2816.1284407218295,2559.336323794581
2022-01-30 23:00:00,1073,1,30,6,23,2.916384,17.231035,1739.0,2227.0,1730.0,3351.0,1619.6833080229999,2188.455297602444,2547.9548344569325,2440.4294178910145
2022-01-31 00:00:00,617,1,31,0,0,3.214149,18.05201,1073.0,1739.0,1430.0,2402.0,1118.3416540115,1739.4680697160313,2250.8848599250964,2294.5550644597333
2022-01-31 01:00:00,344,1,31,0,1,3.4512792,19.006075,617.0,1073.0,1180.0,1619.0,731.17082700575,1340.7629069400223,1957.5179583981583,2138.5106593029545
2022-01-31 02:00:00,198,1,31,0,2,3.7707577,20.108686,344.0,617.0,1002.0,954.0,464.585413502875,1014.259219242873,1686.8228878753646,1983.2698065587183
2022-01-31 03:00:00,180,1,31,0,3,4.305889,20.93811,198.0,344.0,687.0,602.0,322.2927067514375,775.8994423163379,1455.0039820483853,1839.0082220340207
2022-01-31 04:00:00,205,1,31,0,4,5.394439,25.620146,180.0,198.0,388.0,261.0,263.6463533757187,612.7853159402414,1262.6956771178643,1708.287564271299
2022-01-31 05:00:00,406,1,31,0,5,4.427414,22.77729,205.0,180.0,178.0,130.0,334.82317668785936,553.7037971001724,1130.8963421766543,1604.1045591295951
2022-01-31 06:00:00,1220,1,31,0,6,2.9541147,17.25259,406.0,205.0,325.0,118.0,777.4115883439297,744.0741407858374,1144.6045972263998,1573.3761943992276
2022-01-31 07:00:00,2688,1,31,0,7,2.3778236,16.466469,1220.0,406.0,565.0,210.0,1732.705794171965,1299.481529132741,1382.0500438069537,1662.5460988472896
2022-01-31 08:00:00,3761,1,31,0,8,2.1987476,16.745565,2688.0,1220.0,908.0,276.0,2746.8528970859825,2002.7725208091008,1748.0423447597302,1830.4224109395066
2022-01-31 09:00:00,3721,1,31,0,9,2.13208,16.801363,3761.0,2688.0,1556.0,396.0,3233.9264485429912,2493.6946577207864,2051.5742917197717,1981.668618064346
2022-01-31 10:00:00,3539,1,31,0,10,2.1868975,16.837008,3721.0,3761.0,2469.0,514.0,3386.4632242714956,2792.3533269434183,2280.409016070576,2106.2551286191983
2022-01-31 11:00:00,3490,1,31,0,11,2.1053753,16.307587,3539.0,3721.0,3442.0,686.0,3438.231612135748,2991.6809478167274,2466.499936675103,2216.9547183296627
2022-01-31 12:00:00,3906,1,31,0,12,2.128643,16.277294,3490.0,3539.0,4010.0,727.0,3672.115806067874,3252.914962726234,2687.9614848789333,2352.0783408632897
2022-01-31 13:00:00,3744,1,31,0,13,2.1802537,16.271711,3906.0,3490.0,4061.0,835.0,3708.057903033937,3393.2249733758813,2850.428948743713,2463.4320735942265
2022-01-31 14:00:00,4395,1,31,0,14,2.1970513,16.570518,3744.0,3906.0,4368.0,984.0,4051.5289515169684,3679.4464095542007,3088.0552643216038,2617.9575077066884
2022-01-31 15:00:00,4974,1,31,0,15,2.1826859,16.505674,4395.0,3744.0,4438.0,1223.0,4512.764475758484,4049.3188639672867,3378.2006082721264,2806.4409070901534
2022-01-31 16:00:00,4647,1,31,0,16,2.204248,17.539654,4974.0,4395.0,4196.0,1370.0,4579.882237879242,4220.084902833776,3573.4005146917993,2953.685634522941
2022-01-31 17:00:00,5522,1,31,0,17,2.141351,16.947077,4647.0,4974.0,4029.0,1566.0,5050.941118939621,4592.060644881269,3873.185050893061,3159.150783761106
2022-01-31 18:00:00,5791,1,31,0,18,2.1806908,16.722738,5522.0,4647.0,4146.0,1969.0,5420.970559469811,4934.614746343763,4168.233504601821,3369.698721060218
2022-01-31 19:00:00,4479,1,31,0,19,2.3099241,16.673079,5791.0,5522.0,2904.0,2264.0,4949.985279734905,4804.4391045312595,4216.043734663079,3458.4428233754006
2022-01-31 20:00:00,3229,1,31,0,20,2.353261,16.109589,4479.0,5791.0,2402.0,1950.0,4089.4926398674525,4354.313646093757,4064.1908524072205,3440.0873975053682
2022-01-31 21:00:00,2840,1,31,0,21,2.4757712,16.406267,3229.0,4479.0,2227.0,1856.0,3464.746319933726,3921.6526043526833,3875.853798190725,3392.080405704939
2022-01-31 22:00:00,2483,1,31,0,22,2.7426097,17.263052,2840.0,3229.0,1739.0,1897.0,2973.873159966863,3510.60900310906,3661.568598469075,3319.3539732485438
2022-01-31 23:00:00,1552,1,31,0,23,2.996192,17.674175,2483.0,2840.0,1073.0,1730.0,2262.9365799834313,2951.0064307921857,3337.0195833199864,3177.9656553886603
2022-02-01 00:00:00,718,2,1,1,0,3.1216574,17.85071,1552.0,2483.0,617.0,1430.0,1490.4682899917157,2313.0045934229897,2934.09349357845,2981.168402957567
2022-02-01 01:00:00,353,2,1,1,1,3.2441077,18.136543,718.0,1552.0,344.0,1180.0,921.7341449958578,1753.0032810164212,2537.0021868740732,2770.914930720962
2022-02-01 02:00:00,212,2,1,1,2,3.9888208,20.05566,353.0,718.0,198.0,1002.0,566.8670724979289,1312.7166292974437,2179.3095427396,2566.201736263285
2022-02-01 03:00:00,156,2,1,1,3,3.8085256,19.219936,212.0,353.0,180.0,687.0,361.43353624896446,982.2261637838883,1868.0311515488925,2373.385597362222
2022-02-01 04:00:00,126,2,1,1,4,4.53,22.575556,156.0,212.0,205.0,388.0,243.71676812448223,737.5901169884916,1600.026359002909,2193.5947495732444
2022-02-01 05:00:00,368,2,1,1,5,3.5414946,19.19807,126.0,156.0,406.0,178.0,305.8583840622411,631.9929407060654,1410.4838422332307,2047.5471696073846
2022-02-01 06:00:00,1382,2,1,1,6,2.4561505,15.687692,368.0,126.0,1220.0,325.0,843.9291920311206,846.2806719329038,1406.1017126588874,1994.3033960387936
2022-02-01 07:00:00,2824,2,1,1,7,2.2600071,16.077188,1382.0,368.0,2688.0,565.0,1833.9645960155603,1411.3433370949315,1624.2399107113665,2060.67912435569
2022-02-01 08:00:00,3977,2,1,1,8,2.1101558,16.709578,2824.0,1382.0,3761.0,908.0,2905.48229800778,2144.388097924951,1986.2030013711565,2213.984794407235
2022-02-01 09:00:00,4165,2,1,1,9,2.033126,16.740494,3977.0,2824.0,3721.0,1556.0,3535.2411490038903,2721.7057842321083,2321.402539621748,2370.0660108546563
2022-02-01 10:00:00,4164,2,1,1,10,2.0881028,17.343042,4165.0,3977.0,3539.0,2469.0,3849.620574501945,3133.789845880078,2604.879071987633,2513.580729986284
2022-02-01 11:00:00,4014,2,1,1,11,2.1070454,18.528076,4164.0,4165.0,3490.0,3442.0,3931.8102872509726,3385.278461342913,2821.666907066459,2633.614271587381
2022-02-01 12:00:00,4299,2,1,1,12,2.0743499,17.32629,4014.0,4164.0,3906.0,4010.0,4115.405143625487,3646.341758102081,3048.9489213639267,2766.8451298603904
2022-02-01 13:00:00,4416,2,1,1,13,2.1457632,16.98364,4299.0,4014.0,3744.0,4061.0,4265.702571812743,3866.244112930058,3259.2644719233226,2898.7775194715587
2022-02-01 14:00:00,4800,2,1,1,14,2.1538458,17.022678,4416.0,4299.0,4395.0,4368.0,4532.851285906372,4133.031509235755,3496.3007070120425,3050.8753179138344
2022-02-01 15:00:00,5043,2,1,1,15,2.2317114,17.250069,4800.0,4416.0,4974.0,4438.0,4787.925642953186,4393.022506596968,3734.254444394805,3210.2452924807276
2022-02-01 16:00:00,4928,2,1,1,16,2.1340158,17.803278,5043.0,4800.0,4647.0,4196.0,4857.962821476593,4545.873218997835,3917.9076067956044,3347.6656690822697
2022-02-01 17:00:00,5708,2,1,1,17,2.1230588,17.522005,4928.0,5043.0,5522.0,4029.0,5282.981410738296,4877.90944214131,4193.306436519358,3536.4924155556882
2022-02-01 18:00:00,6403,2,1,1,18,2.1704264,17.286259,5708.0,4928.0,5791.0,4146.0,5842.990705369148,5313.649601529507,4533.259292439457,3765.813022311233
2022-02-01 19:00:00,5345,2,1,1,19,2.3122563,16.888712,6403.0,5708.0,4479.0,2904.0,5593.995352684574,5322.606858235363,4658.142478218002,3892.147980526335
2022-02-01 20:00:00,3970,2,1,1,20,2.404053,16.574955,5345.0,6403.0,3229.0,2402.0,4781.997676342287,4936.147755882402,4552.274404646002,3898.3761420842284
2022-02-01 21:00:00,3842,2,1,1,21,2.559266,16.95213,3970.0,5345.0,2840.0,2227.0,4311.998838171144,4623.534111344573,4443.001419315848,3893.86605071749
2022-02-01 22:00:00,3304,2,1,1,22,2.7191708,17.322355,3842.0,3970.0,2483.0,1739.0,3807.999419085572,4246.524365246123,4267.770431728794,3846.6767666600904
2022-02-01 23:00:00,2005,2,1,1,23,2.901556,17.55594,3304.0,3842.0,1552.0,1073.0,2906.499709542786,3606.088832318659,3919.651903770518,3699.3426253272833
2022-02-02 00:00:00,992,2,2,2,0,3.087762,17.838518,2005.0,3304.0,718.0,617.0,1949.249854771393,2859.2063087990423,3469.2439185750536,3482.7552153011006
2022-02-02 01:00:00,482,2,2,2,1,3.1646888,17.576223,992.0,2005.0,353.0,344.0,1215.6249273856965,2180.00450628503,3009.6679311019684,3242.6947980770124
2022-02-02 02:00:00,306,2,2,2,2,3.6152616,19.117811,482.0,992.0,212.0,198.0,760.8124636928483,1644.5746473464499,2593.719018624742,3007.7592142308513
2022-02-02 03:00:00,163,2,2,2,3,3.5582209,18.986872,306.0,482.0,156.0,180.0,461.90623184642413,1221.2676052474642,2219.7622465286277,2780.178477092383
2022-02-02 04:00:00,152,2,2,2,4,4.54875,22.651907,163.0,306.0,126.0,205.0,306.95311592321207,915.7625751767602,1901.6449778319154,2569.924198924992
2022-02-02 05:00:00,392,2,2,2,5,3.6652806,20.017704,152.0,163.0,368.0,406.0,349.47655796160603,766.1161251262573,1669.391904319313,2395.690263010993
2022-02-02 06:00:00,1342,2,2,2,6,2.6693518,16.649784,392.0,152.0,1382.0,1220.0,845.738278980803,930.6543750901839,1619.0239190394186,2311.3950419701137
2022-02-02 07:00:00,3029,2,2,2,7,2.30654,16.922337,1342.0,392.0,2824.0,2688.0,1937.3691394904015,1530.1816964929885,1835.9433161102772,2368.8034386125046
2022-02-02 08:00:00,3707,2,2,2,8,2.2583625,18.867933,3029.0,1342.0,3977.0,3761.0,2822.184569745201,2152.129783209278,2123.79819055485,2475.8591635235043
2022-02-02 09:00:00,3698,2,2,2,9,2.2056193,18.907063,3707.0,3029.0,4165.0,3721.0,3260.0922848726004,2593.806988006627,2365.9830843156424,2573.630430441624
2022-02-02 10:00:00,3643,2,2,2,10,2.182026,19.01861,3698.0,3707.0,4164.0,3539.0,3451.5461424363,2893.576420004734,2562.447225190159,2659.179996006294
2022-02-02 11:00:00,3742,2,2,2,11,2.1573703,18.539757,3643.0,3698.0,4014.0,3490.0,3596.77307121815,3135.983157146238,2743.916882853212,2745.8055963257907
2022-02-02 12:00:00,3945,2,2,2,12,2.1775768,19.52507,3742.0,3643.0,4299.0,3906.0,3770.886535609075,3367.130826533027,2928.6989008757946,2841.741148619727
2022-02-02 13:00:00,3895,2,2,2,13,2.251851,19.599089,3945.0,3742.0,4416.0,3744.0,3832.9432678045378,3517.9505903807335,3077.3606084333646,2926.0018567301495
2022-02-02 14:00:00,4767,2,2,2,14,2.1603189,17.72122,3895.0,3945.0,4800.0,4395.0,4299.971633902269,3874.821850271953,3337.3051302128474,3073.281708191738
2022-02-02 15:00:00,5175,2,2,2,15,2.236999,17.68969,4767.0,3895.0,5043.0,4974.0,4737.485816951134,4246.301321622824,3620.0274178724094,3241.4191715363986
2022-02-02 16:00:00,5284,2,2,2,16,2.1575096,18.623116,5175.0,4767.0,4928.0,4647.0,5010.742908475568,4542.786658302017,3876.0231997381925,3404.825637813487
2022-02-02 17:00:00,5878,2,2,2,17,2.082125,17.729507,5284.0,5175.0,5708.0,5522.0,5444.371454237784,4924.276184501441,4184.019630547701,3602.6795867884084
2022-02-02 18:00:00,6667,2,2,2,18,2.1378956,17.297295,5878.0,5284.0,6403.0,5791.0,6055.685727118892,5422.197274643887,4566.016610463439,3847.8252198453356
2022-02-02 19:00:00,5484,2,2,2,19,2.368027,17.096573,6667.0,5878.0,5345.0,4479.0,5769.842863559446,5439.855196174205,4707.244824238294,3978.7192022577083
2022-02-02 20:00:00,4272,2,2,2,20,2.4414372,16.67763,5484.0,6667.0,3970.0,3229.0,5020.921431779723,5106.182282981576,4640.284082047788,4002.1816660770914
2022-02-02 21:00:00,4091,2,2,2,21,2.5708237,16.983133,4272.0,5484.0,3842.0,2840.0,4555.960715889862,4816.130202129697,4555.77883865582,4009.287132790924
2022-02-02 22:00:00,3993,2,2,2,22,2.7565064,17.499746,4091.0,4272.0,3304.0,2483.0,4274.480357944931,4580.950144378355,4469.197478862618,4007.98416216765
2022-02-02 23:00:00,2479,2,2,2,23,2.8358006,17.361937,3993.0,4091.0,2005.0,1552.0,3376.7401789724654,3980.3929602702533,4163.013251345292,3885.665429194238
2022-02-03 00:00:00,1410,2,3,3,0,3.1181207,17.997921,2479.0,3993.0,992.0,718.0,2393.3700894862327,3245.9949716216092,3739.4727511383235,3687.6121948586992
2022-02-03 01:00:00,689,2,3,3,1,3.1345863,17.915094,1410.0,2479.0,482.0,353.0,1541.1850447431164,2515.4249797297207,3270.1692509631966,3447.7232192700035
2022-02-03 02:00:00,342,2,3,3,2,3.304649,18.201754,689.0,1410.0,306.0,212.0,941.5925223715582,1894.4464140926575,2819.681673891935,3199.265361728403
2022-02-03 03:00:00,236,2,3,3,3,4.003517,20.505974,342.0,689.0,163.0,156.0,588.796261185779,1420.6045814947554,2422.192185600868,2962.204132790131
2022-02-03 04:00:00,200,2,3,3,4,4.0941,20.92245,236.0,342.0,152.0,126.0,394.3981305928895,1071.8604153533965,2080.316464739196,2741.2278021669204
2022-02-03 05:00:00,437,2,3,3,5,3.7498627,20.386591,200.0,236.0,392.0,368.0,415.69906529644476,890.471725252426,1827.4985470870117,2556.889577993567
2022-02-03 06:00:00,1453,2,3,3,6,2.620709,15.990261,437.0,200.0,1342.0,1382.0,934.3495326482224,1051.1940894660186,1769.8833859967021,2468.5784117540816
2022-02-03 07:00:00,3396,2,3,3,7,2.2240636,15.587959,1453.0,437.0,3029.0,2824.0,2165.1747663241113,1721.1386353328705,2020.0551727664404,2542.772138813755
2022-02-03 08:00:00,4520,2,3,3,8,2.1948826,16.683228,3396.0,1453.0,3707.0,3977.0,3342.5873831620556,2520.813310952051,2404.6620692639112,2700.950367708655
2022-02-03 09:00:00,4379,2,3,3,9,2.0900457,16.199926,4520.0,3396.0,3698.0,4165.0,3860.793691581028,3051.7237935371795,2708.406366300233,2835.194338291962
2022-02-03 10:00:00,4369,2,3,3,10,2.159382,16.68553,4379.0,4520.0,3643.0,4164.0,4114.896845790514,3428.0884239551283,2963.8823099463516,2957.898791228605
2022-02-03 11:00:00,4812,2,3,3,11,2.0452285,16.5577,4369.0,4379.0,3742.0,4014.0,4463.448422895257,3823.49173139652,3248.208108416144,3106.226887930317
2022-02-03 12:00:00,5038,2,3,3,12,2.095286,17.062656,4812.0,4369.0,3945.0,4299.0,4750.7242114476285,4170.494093854658,3523.560707121353,3260.768736895892
2022-02-03 13:00:00,5164,2,3,3,13,2.0682979,16.558756,5038.0,4812.0,3895.0,4416.0,4957.362105723814,4454.352924181899,3775.935982948837,3413.0272379442204
2022-02-03 14:00:00,5261,2,3,3,14,2.1562364,17.247318,5164.0,5038.0,4767.0,4800.0,5109.181052861907,4684.823517272785,4004.4073701874777,3560.865058908683
2022-02-03 15:00:00,5547,2,3,3,15,2.1186604,17.740877,5261.0,5164.0,5175.0,5043.0,5328.090526430953,4931.159655194847,4241.729313235558,3719.7558541959884
2022-02-03 16:00:00,5306,2,3,3,16,2.2416246,19.826963,5547.0,5261.0,5284.0,4928.0,5317.045263215477,5038.256896567747,4405.463265045472,3846.6553858603093
2022-02-03 17:00:00,6246,2,3,3,17,2.0747583,18.789171,5306.0,5547.0,5878.0,5708.0,5781.522631607739,5383.326354691248,4688.622762730784,4038.6029549914842
2022-02-03 18:00:00,6536,2,3,3,18,2.0860114,17.982187,6246.0,5306.0,6667.0,6403.0,6158.761315803869,5712.66168192232,4972.834645387587,4238.394718592166
2022-02-03 19:00:00,5952,2,3,3,19,2.2819068,17.169851,6536.0,6246.0,5484.0,5345.0,6055.380657901935,5781.044058515942,5123.475469174112,4375.483141104793
2022-02-03 20:00:00,4493,2,3,3,20,2.4507744,16.90252,5952.0,6536.0,4272.0,3970.0,5274.190328950967,5413.03147036853,5026.479243147325,4384.884489816409
2022-02-03 21:00:00,4282,2,3,3,21,2.5356889,16.935276,4493.0,5952.0,4091.0,3842.0,4778.095164475484,5089.879621691807,4911.9439749708135,4376.653730631096
2022-02-03 22:00:00,4091,2,3,3,22,2.7489343,17.365725,4282.0,4493.0,3993.0,3304.0,4434.547582237742,4804.485444065577,4785.644901898381,4353.801432180608
2022-02-03 23:00:00,3188,2,3,3,23,2.830141,17.517708,4091.0,4282.0,2479.0,2005.0,3811.273791118871,4342.632460046841,4539.853378529399,4260.537317606159
2022-02-04 00:00:00,1917,2,4,4,0,3.0006886,17.746735,3188.0,4091.0,1410.0,992.0,2864.1368955594353,3649.594614319172,4136.33747414026,4073.0543321976666
2022-02-04 01:00:00,1206,2,4,4,1,2.9807215,17.566135,1917.0,3188.0,689.0,482.0,2035.0684477797176,2951.424724513694,3685.516324272528,3843.6899856218533
2022-02-04 02:00:00,803,2,4,4,2,3.0522168,17.649315,1206.0,1917.0,342.0,306.0,1419.0342238898588,2337.5890889383527,3242.0522743844467,3600.434786772105
